;movie_code;duration;facenumber_in_poster;country;budget;gross;num_voted_users;num_user_for_reviews;num_critic_for_reviews;movie_facebook_likes;director_facebook_likes;actor_1_facebook_likes;actor_2_facebook_likes;actor_3_facebook_likes;cast_total_facebook_likes;imdb_score;imdb_score_class
3371;3372;93.0;1.0;USA;8000000.0;;3904;48.0;14.0;495;2.0;484.0;345.0;213.0;1455;5.0;Fair
2545;2546;89.0;1.0;USA;16000000.0;42638165.0;42182;230.0;178.0;0;687.0;10000.0;787.0;389.0;12183;4.8;Fair
975;976;132.0;0.0;Canada;50000000.0;46982632.0;172792;1740.0;267.0;0;50.0;992.0;495.0;368.0;1933;6.6;Good
550;551;123.0;2.0;USA;80000000.0;41523271.0;57038;261.0;132.0;0;272.0;13000.0;450.0;193.0;13934;6.6;Good
3852;3853;98.0;;USA;5000000.0;10429707.0;10483;125.0;49.0;0;10.0;589.0;416.0;402.0;2705;5.4;Fair
4409;4410;95.0;1.0;USA;1696377.0;;32927;161.0;97.0;0;13000.0;472.0;239.0;82.0;896;7.6;Good
403;404;44.0;1.0;USA;;;159910;270.0;103.0;59000;;544.0;183.0;148.0;996;8.6;Excellent
4372;4373;90.0;0.0;Canada;1800000.0;;761;12.0;10.0;566;4.0;433.0;108.0;91.0;984;3.4;Bad
431;432;88.0;0.0;USA;85000000.0;80170146.0;243053;488.0;238.0;0;218.0;17000.0;4000.0;521.0;21863;6.1;Good
8;9;153.0;3.0;UK;250000000.0;301956980.0;321795;973.0;375.0;10000;282.0;25000.0;11000.0;10000.0;58753;7.5;Good
4830;4831;114.0;0.0;UK;;;270;7.0;4.0;29;7.0;19.0;16.0;2.0;37;5.6;Fair
1793;1794;100.0;2.0;France;28000000.0;20285518.0;32103;112.0;177.0;0;11.0;23000.0;727.0;561.0;25387;5.7;Fair
2937;2938;96.0;0.0;USA;12000000.0;31597131.0;97938;605.0;207.0;0;132.0;49000.0;989.0;933.0;52138;6.8;Good
3995;3996;92.0;0.0;USA;3500000.0;25138292.0;66483;452.0;425.0;43000;22.0;648.0;191.0;159.0;1122;6.8;Good
1550;1551;113.0;2.0;USA;32000000.0;37911876.0;19671;47.0;88.0;0;14.0;918.0;845.0;534.0;3500;4.4;Fair
3042;3043;86.0;1.0;USA;11000000.0;23978402.0;10966;100.0;62.0;365;5.0;584.0;580.0;532.0;3850;4.6;Fair
2304;2305;107.0;7.0;Russia;20000000.0;7268659.0;59248;164.0;260.0;48000;0.0;2000.0;749.0;99.0;2848;5.6;Fair
1311;1312;93.0;0.0;UK;40000000.0;4835968.0;4821;82.0;53.0;158;18.0;3000.0;545.0;443.0;4123;4.5;Fair
3678;3679;104.0;0.0;USA;5000000.0;1056102.0;18792;153.0;91.0;1000;10.0;715.0;436.0;93.0;1315;6.6;Good
2751;2752;98.0;0.0;Italy;15000000.0;;80;4.0;4.0;18;6.0;61.0;57.0;50.0;192;5.7;Fair
4722;4723;122.0;0.0;USA;500000.0;33451479.0;17068;215.0;50.0;0;589.0;848.0;153.0;150.0;1164;6.5;Good
3232;3233;97.0;0.0;USA;10000000.0;;2041;18.0;59.0;0;53.0;962.0;545.0;499.0;3465;6.5;Good
724;725;101.0;2.0;USA;60000000.0;93307796.0;85673;269.0;118.0;0;30.0;1000.0;976.0;268.0;2636;6.1;Good
18;19;106.0;1.0;USA;225000000.0;179020854.0;268154;341.0;451.0;40000;188.0;10000.0;816.0;718.0;12572;6.8;Good
1347;1348;146.0;0.0;USA;38000000.0;50668906.0;76016;265.0;65.0;0;278.0;18000.0;584.0;494.0;20516;7.6;Good
900;901;99.0;0.0;Germany;46000000.0;70327868.0;58416;301.0;160.0;0;309.0;23000.0;1000.0;577.0;26527;5.9;Fair
3610;3611;122.0;0.0;USA;6000000.0;8596914.0;23023;148.0;115.0;0;0.0;697.0;394.0;221.0;1517;7.0;Good
1667;1668;106.0;0.0;USA;30000000.0;32154410.0;148327;274.0;450.0;29000;0.0;17000.0;681.0;273.0;18469;7.1;Good
1112;1113;133.0;0.0;USA;45000000.0;24343673.0;91860;524.0;156.0;14000;278.0;5000.0;117.0;107.0;5405;7.4;Good
2866;2867;82.0;0.0;Canada;13000000.0;9975684.0;20033;117.0;32.0;679;799.0;721.0;359.0;294.0;1805;6.4;Good
15;16;150.0;4.0;USA;225000000.0;141614023.0;149922;438.0;258.0;0;80.0;22000.0;216.0;201.0;22697;6.6;Good
3114;3115;97.0;0.0;Canada;10000000.0;52200504.0;54190;183.0;242.0;29000;482.0;852.0;542.0;482.0;2426;6.1;Good
3672;3673;105.0;0.0;USA;5500000.0;;36381;169.0;72.0;0;16000.0;16000.0;742.0;258.0;17599;7.6;Good
1060;1061;115.0;0.0;Soviet Union;1000000.0;;54057;236.0;144.0;0;0.0;29.0;29.0;12.0;95;8.1;Excellent
1787;1788;107.0;2.0;USA;28000000.0;6998324.0;11476;50.0;125.0;0;234.0;1000.0;962.0;660.0;3944;6.1;Good
2642;2643;120.0;2.0;USA;15000000.0;33771174.0;27044;240.0;78.0;0;18.0;20000.0;1000.0;944.0;22383;6.8;Good
758;759;92.0;1.0;USA;60000000.0;50024083.0;35918;126.0;47.0;1000;14.0;789.0;520.0;488.0;2318;5.4;Fair
3410;3411;99.0;3.0;USA;8000000.0;398420.0;5049;48.0;41.0;226;30.0;480.0;257.0;209.0;1234;6.4;Good
3059;3060;125.0;1.0;UK;11000000.0;3753806.0;20307;165.0;169.0;0;608.0;979.0;594.0;579.0;3133;7.7;Good
663;664;130.0;1.0;USA;65000000.0;90454043.0;60165;326.0;169.0;0;16000.0;16000.0;495.0;416.0;17771;6.4;Good
3598;3599;121.0;4.0;USA;6500000.0;14545844.0;4756;38.0;22.0;624;0.0;413.0;282.0;182.0;1284;5.8;Fair
266;267;121.0;0.0;USA;160000000.0;48068396.0;60573;248.0;79.0;894;101.0;673.0;368.0;202.0;2027;3.7;Bad
4848;4849;96.0;0.0;USA;250000.0;;1905;58.0;78.0;249;5.0;431.0;338.0;180.0;1228;4.5;Fair
2635;2636;120.0;3.0;USA;10000000.0;44886089.0;69576;207.0;131.0;2000;446.0;22000.0;13000.0;1000.0;40117;6.9;Good
2704;2705;118.0;1.0;USA;15000000.0;9059588.0;17261;125.0;71.0;455;41.0;556.0;463.0;274.0;1873;6.6;Good
3600;3601;86.0;1.0;Hong Kong;;12674183.0;19774;70.0;63.0;355;472.0;472.0;155.0;64.0;773;6.2;Good
731;732;125.0;1.0;USA;60000000.0;75764085.0;85844;322.0;121.0;0;420.0;12000.0;3000.0;627.0;16646;6.7;Good
1661;1662;100.0;1.0;USA;30000000.0;35266619.0;108242;371.0;359.0;39000;108.0;17000.0;2000.0;534.0;20051;5.9;Fair
4265;4266;80.0;0.0;USA;2700000.0;5792822.0;168398;492.0;211.0;13000;0.0;50.0;8.0;3.0;65;8.0;Good
450;451;128.0;1.0;USA;80000000.0;124590960.0;91092;402.0;145.0;0;278.0;18000.0;4000.0;343.0;22679;6.7;Good
406;407;104.0;5.0;USA;75000000.0;78009155.0;110073;194.0;236.0;0;420.0;2000.0;906.0;535.0;3768;6.2;Good
582;583;117.0;0.0;USA;120000000.0;244052771.0;263853;584.0;256.0;0;487.0;1000.0;843.0;769.0;4905;7.2;Good
3640;3641;117.0;2.0;USA;7840000.0;;6454;44.0;38.0;733;160.0;11000.0;949.0;898.0;15604;7.4;Good
2121;2122;92.0;1.0;UK;22000000.0;2963012.0;48873;105.0;149.0;11000;17.0;14000.0;257.0;231.0;14617;6.3;Good
3510;3511;99.0;0.0;USA;7000000.0;2344847.0;18561;119.0;158.0;0;342.0;1000.0;518.0;501.0;2158;6.8;Good
4837;4838;95.0;1.0;USA;160000.0;12438.0;891;26.0;24.0;363;0.0;581.0;99.0;87.0;835;8.1;Excellent
3235;3236;90.0;2.0;USA;8000000.0;100503.0;7759;20.0;22.0;1000;0.0;806.0;690.0;617.0;3124;5.9;Fair
1577;1578;99.0;0.0;USA;25000000.0;59073773.0;475518;644.0;536.0;149000;0.0;13000.0;1000.0;670.0;15082;8.1;Excellent
3857;3858;98.0;1.0;USA;;278821.0;5465;37.0;159.0;0;377.0;1000.0;887.0;844.0;5041;6.5;Good
2009;2010;85.0;0.0;Russia;25000000.0;;891;8.0;16.0;200;0.0;21.0;15.0;7.0;48;5.2;Fair
4525;4526;82.0;4.0;USA;950000.0;;387508;1123.0;242.0;23000;345.0;2000.0;607.0;269.0;3442;8.6;Excellent
2634;2635;118.0;0.0;USA;;39100956.0;13442;59.0;19.0;0;13.0;90.0;22.0;2.0;114;7.2;Good
2180;2181;100.0;9.0;USA;20000000.0;55461307.0;4654;46.0;81.0;18000;24.0;15000.0;1000.0;851.0;18786;6.7;Good
372;373;146.0;0.0;USA;100000000.0;78616689.0;238747;2153.0;281.0;11000;14000.0;3000.0;882.0;681.0;6217;7.1;Good
2992;2993;104.0;4.0;USA;12000000.0;1779284.0;12047;122.0;78.0;677;0.0;1000.0;165.0;77.0;1292;7.1;Good
261;262;103.0;3.0;USA;110000000.0;142614158.0;66593;153.0;172.0;31000;67.0;383.0;113.0;111.0;692;5.5;Fair
1224;1225;106.0;2.0;USA;40000000.0;59068786.0;86902;411.0;131.0;0;212.0;578.0;563.0;389.0;2544;6.4;Good
2011;2012;121.0;2.0;UK;25000000.0;;34338;103.0;91.0;0;9.0;1000.0;870.0;520.0;3287;6.2;Good
612;613;116.0;2.0;USA;70000000.0;30157016.0;39659;189.0;128.0;792;541.0;12000.0;405.0;384.0;12993;5.6;Fair
4764;4765;103.0;3.0;UK;;;26863;54.0;48.0;0;21.0;25000.0;766.0;680.0;26999;7.2;Good
4909;4910;89.0;0.0;USA;;;78;1.0;1.0;267;0.0;138.0;18.0;15.0;192;6.8;Good
2380;2381;121.0;2.0;USA;;5308553.0;5147;37.0;102.0;0;33.0;1000.0;919.0;505.0;3260;6.4;Good
891;892;117.0;1.0;USA;54000000.0;81645152.0;158267;559.0;224.0;0;0.0;12000.0;919.0;845.0;15371;6.7;Good
3448;3449;103.0;0.0;France;50000000.0;206400.0;1439;26.0;38.0;26;27.0;71.0;59.0;59.0;262;6.9;Good
1542;1543;101.0;1.0;USA;32000000.0;60328558.0;61396;159.0;88.0;11000;503.0;13000.0;1000.0;1000.0;18734;7.0;Good
2525;2526;120.0;1.0;France;17000000.0;106869.0;13762;39.0;106.0;0;30.0;14000.0;287.0;55.0;14492;6.6;Good
787;788;152.0;1.0;USA;60000000.0;32522352.0;207287;822.0;149.0;15000;488.0;22000.0;11000.0;947.0;36897;7.9;Good
3886;3887;96.0;5.0;USA;114000.0;;87978;580.0;284.0;0;0.0;125.0;108.0;56.0;403;8.0;Good
63;64;150.0;5.0;USA;180000000.0;291709845.0;286506;1463.0;284.0;0;80.0;1000.0;190.0;82.0;1317;6.9;Good
2078;2079;96.0;2.0;USA;22700000.0;38119483.0;136667;273.0;103.0;13000;0.0;1000.0;605.0;542.0;2936;7.1;Good
4267;4268;100.0;2.0;USA;1500000.0;4599680.0;68222;545.0;126.0;0;308.0;1000.0;482.0;374.0;2186;6.8;Good
4995;4996;96.0;5.0;USA;45000.0;;181;4.0;;72;117.0;948.0;482.0;281.0;2058;5.5;Fair
3236;3237;90.0;1.0;USA;5000000.0;92900.0;3662;23.0;43.0;546;8.0;1000.0;893.0;495.0;3146;4.7;Fair
739;740;105.0;1.0;USA;60000000.0;73648142.0;99043;643.0;199.0;0;212.0;1000.0;975.0;811.0;3697;5.8;Fair
1258;1259;94.0;2.0;USA;40000000.0;38543473.0;84382;158.0;201.0;0;52.0;683.0;392.0;214.0;1488;5.1;Fair
3400;3401;79.0;2.0;USA;8000000.0;2275557.0;12561;102.0;45.0;0;73.0;1000.0;1000.0;112.0;2404;6.0;Fair
3555;3556;112.0;2.0;USA;6000000.0;57504069.0;94139;183.0;64.0;0;309.0;27.0;26.0;15.0;106;7.8;Good
2708;2709;97.0;5.0;UK;15000000.0;8378141.0;18966;141.0;104.0;0;32.0;14000.0;1000.0;692.0;16502;6.9;Good
3354;3355;178.0;1.0;USA;8000000.0;107930000.0;1324680;2195.0;215.0;45000;16000.0;13000.0;902.0;857.0;16557;8.9;Excellent
4004;4005;97.0;0.0;USA;1000000.0;;34532;236.0;139.0;93000;48.0;984.0;697.0;689.0;3075;3.3;Bad
2338;2339;118.0;0.0;France;140000000.0;146072.0;7147;16.0;8.0;136;8.0;106.0;56.0;11.0;182;6.0;Fair
3574;3575;107.0;1.0;UK;6500000.0;38400000.0;600266;692.0;204.0;13000;0.0;2000.0;663.0;255.0;3582;8.1;Excellent
5024;5025;108.0;2.0;USA;10000.0;180483.0;16792;183.0;73.0;0;0.0;462.0;143.0;105.0;760;6.1;Good
805;806;103.0;1.0;USA;60000000.0;19781879.0;53864;290.0;223.0;2000;436.0;19000.0;961.0;437.0;20881;4.8;Fair
1520;1521;105.0;5.0;USA;35000000.0;13101142.0;23916;50.0;135.0;0;125.0;18000.0;2000.0;2000.0;23122;5.7;Fair
4998;4999;95.0;0.0;USA;75000.0;;34;2.0;3.0;87;0.0;883.0;507.0;279.0;2618;5.0;Fair
4071;4072;100.0;0.0;USA;3000000.0;11694528.0;7721;72.0;114.0;635;1000.0;989.0;744.0;220.0;2165;7.2;Good
2574;2575;108.0;7.0;USA;16000000.0;;5237;90.0;42.0;392;38.0;940.0;416.0;316.0;1945;4.9;Fair
4829;4830;80.0;3.0;USA;300000.0;2360184.0;18035;177.0;131.0;0;54.0;1000.0;806.0;543.0;3010;7.1;Good
2559;2560;96.0;0.0;Spain;15500000.0;23213577.0;198111;365.0;275.0;14000;11000.0;19000.0;581.0;252.0;19894;7.2;Good
2942;2943;89.0;0.0;USA;12000000.0;27281507.0;33850;147.0;75.0;0;53.0;227.0;94.0;84.0;534;7.7;Good
2595;2596;94.0;0.0;USA;;508867.0;1033;26.0;21.0;282;4.0;844.0;626.0;518.0;3583;6.5;Good
3186;3187;106.0;0.0;USA;10000000.0;5348317.0;20810;100.0;139.0;0;102.0;14000.0;3000.0;970.0;18712;7.1;Good
1558;1559;87.0;1.0;France;32000000.0;43095600.0;156267;340.0;163.0;0;255.0;26000.0;1000.0;810.0;29050;6.3;Good
1871;1872;118.0;0.0;USA;26000000.0;26761283.0;43084;99.0;85.0;19000;97.0;775.0;523.0;437.0;3197;6.7;Good
539;540;102.0;1.0;USA;75000000.0;66636385.0;88451;289.0;269.0;0;0.0;22000.0;15000.0;15000.0;60646;7.1;Good
751;752;92.0;0.0;USA;60000000.0;55994557.0;72287;176.0;328.0;12000;28.0;10000.0;884.0;586.0;13597;7.0;Good
2354;2355;184.0;2.0;Germany;20000000.0;476270.0;29602;110.0;160.0;0;34.0;486.0;471.0;155.0;1601;7.4;Good
2139;2140;92.0;0.0;France;21000000.0;25296447.0;237248;460.0;171.0;0;255.0;26000.0;1000.0;447.0;27572;6.8;Good
2957;2958;86.0;5.0;USA;;17321573.0;3119;18.0;33.0;151;17.0;873.0;691.0;581.0;3646;4.5;Fair
1657;1658;111.0;0.0;USA;30000000.0;40247512.0;159198;438.0;417.0;38000;456.0;157.0;33.0;21.0;257;6.8;Good
2505;2506;105.0;0.0;USA;;21160089.0;8522;92.0;54.0;874;49.0;680.0;503.0;104.0;1538;6.0;Fair
1970;1971;101.0;0.0;UK;25000000.0;;15531;189.0;159.0;0;365.0;338.0;246.0;141.0;1008;6.1;Good
1744;1745;88.0;0.0;Romania;12000000.0;17016190.0;28632;214.0;148.0;0;64.0;1000.0;857.0;363.0;2567;4.9;Fair
3589;3590;106.0;4.0;USA;6000000.0;27457409.0;3198;43.0;52.0;478;10.0;3000.0;685.0;578.0;6419;6.3;Good
1803;1804;116.0;4.0;USA;27000000.0;69586544.0;15352;199.0;93.0;0;144.0;1000.0;482.0;477.0;3845;6.0;Fair
1516;1517;101.0;0.0;Japan;34000000.0;15081783.0;85589;144.0;256.0;0;6000.0;6.0;3.0;2.0;13;7.7;Good
420;421;108.0;1.0;USA;85000000.0;40048332.0;61417;339.0;135.0;941;99.0;672.0;174.0;172.0;1460;5.5;Fair
3138;3139;93.0;2.0;USA;9000000.0;17096053.0;134458;640.0;179.0;5000;0.0;13000.0;933.0;766.0;15716;7.7;Good
4278;4279;101.0;0.0;USA;2000000.0;2506446.0;8662;172.0;108.0;134;0.0;8000.0;724.0;685.0;11327;4.7;Fair
1669;1670;63.0;0.0;USA;30000000.0;26687172.0;15600;55.0;162.0;0;15.0;759.0;73.0;69.0;1002;7.3;Good
4806;4807;84.0;0.0;USA;;25918.0;191;10.0;8.0;7;0.0;169.0;80.0;36.0;312;5.8;Fair
806;807;107.0;2.0;UK;60000000.0;7605668.0;47320;188.0;181.0;12000;192.0;40000.0;2000.0;280.0;42683;5.5;Fair
4297;4298;91.0;1.0;USA;2000000.0;124494.0;5613;102.0;51.0;0;4.0;33.0;3.0;0.0;36;6.7;Good
1566;1567;75.0;0.0;USA;32000000.0;3562749.0;5600;49.0;18.0;643;10.0;3000.0;2000.0;826.0;7394;6.9;Good
2531;2532;122.0;2.0;USA;16800000.0;220914.0;13239;97.0;105.0;0;30.0;21000.0;3000.0;260.0;25173;6.5;Good
2473;2474;114.0;2.0;Spain;14000000.0;;48162;140.0;195.0;10000;89.0;22000.0;2000.0;920.0;25804;6.2;Good
4228;4229;92.0;0.0;USA;2200000.0;21300000.0;22521;342.0;160.0;1000;13.0;42.0;27.0;17.0;170;4.7;Fair
2084;2085;110.0;0.0;USA;22000000.0;90636983.0;44021;83.0;112.0;0;99.0;12000.0;941.0;835.0;15170;6.2;Good
2783;2784;95.0;2.0;USA;14000000.0;25482931.0;9693;33.0;40.0;530;10.0;706.0;266.0;111.0;1421;5.7;Fair
1207;1208;120.0;1.0;USA;40000000.0;81593527.0;48806;263.0;118.0;11000;155.0;23000.0;984.0;249.0;24300;7.3;Good
3770;3771;112.0;0.0;Canada;5000000.0;4306697.0;26720;196.0;120.0;920;460.0;990.0;900.0;395.0;2820;7.7;Good
3031;3032;107.0;3.0;USA;11000000.0;50461335.0;83893;132.0;141.0;15000;15.0;17000.0;1000.0;602.0;20466;6.8;Good
7;8;141.0;4.0;USA;250000000.0;458991599.0;462669;1117.0;635.0;118000;0.0;26000.0;21000.0;19000.0;92000;7.5;Good
2890;2891;94.0;0.0;USA;13000000.0;51872378.0;88241;266.0;285.0;23000;122.0;873.0;461.0;383.0;2812;6.7;Good
2962;2963;93.0;1.0;USA;12000000.0;27829874.0;196422;444.0;170.0;0;83.0;26000.0;725.0;501.0;28767;7.0;Good
2015;2016;119.0;2.0;USA;14000000.0;34700000.0;52846;143.0;51.0;0;350.0;18000.0;17000.0;418.0;35501;7.7;Good
2490;2491;110.0;2.0;USA;17500000.0;19179969.0;54710;177.0;91.0;0;422.0;33000.0;459.0;422.0;35345;6.3;Good
4008;4009;102.0;4.0;USA;68000000.0;34350553.0;104072;207.0;265.0;15000;82.0;622.0;591.0;536.0;2486;5.7;Fair
4136;4137;88.0;0.0;USA;800000.0;;704;9.0;17.0;406;8.0;2000.0;715.0;471.0;4469;5.2;Fair
21;22;156.0;0.0;USA;200000000.0;105219735.0;211765;546.0;343.0;17000;0.0;891.0;882.0;738.0;3244;6.7;Good
4714;4715;115.0;0.0;USA;750000.0;;204;13.0;15.0;32;3.0;0.0;0.0;0.0;0;7.0;Good
906;907;118.0;0.0;USA;50000000.0;73343413.0;217480;429.0;216.0;21000;473.0;18000.0;1000.0;963.0;22517;7.4;Good
3161;3162;97.0;0.0;Germany;10000000.0;10561238.0;27265;321.0;77.0;0;31.0;4000.0;980.0;551.0;6388;6.5;Good
1964;1965;85.0;1.0;USA;25000000.0;13973532.0;11211;92.0;52.0;215;54.0;985.0;637.0;455.0;3065;5.1;Fair
1069;1070;86.0;1.0;USA;45000000.0;181395380.0;220392;243.0;73.0;0;293.0;509.0;418.0;255.0;2070;6.8;Good
1536;1537;113.0;1.0;UK;30000000.0;10955425.0;62770;396.0;254.0;0;197.0;165.0;107.0;43.0;391;6.0;Fair
1374;1375;107.0;2.0;USA;37000000.0;44867349.0;75347;176.0;203.0;0;0.0;13000.0;642.0;574.0;14483;5.6;Fair
2787;2788;90.0;2.0;USA;14000000.0;15549702.0;24038;123.0;56.0;411;119.0;869.0;779.0;636.0;3007;4.6;Fair
3177;3178;130.0;3.0;Canada;10000000.0;9473382.0;26832;247.0;94.0;0;63.0;24.0;3.0;2.0;29;7.7;Good
2200;2201;105.0;1.0;USA;20000000.0;35596227.0;79461;463.0;333.0;10000;210.0;978.0;191.0;101.0;1454;6.3;Good
2255;2256;99.0;1.0;Hong Kong;20000000.0;17104669.0;99353;354.0;377.0;0;0.0;264.0;62.0;59.0;537;7.8;Good
1313;1314;107.0;0.0;UK;26000000.0;3675072.0;190132;801.0;308.0;15000;0.0;11000.0;372.0;167.0;11623;7.3;Good
1031;1032;104.0;1.0;USA;50000000.0;10706786.0;81800;211.0;296.0;15000;71.0;12000.0;2000.0;982.0;16481;5.5;Fair
3920;3921;110.0;6.0;USA;4000000.0;4301331.0;78241;177.0;51.0;0;99.0;4000.0;975.0;960.0;7921;6.7;Good
2036;2037;118.0;0.0;USA;24000000.0;13000000.0;10895;150.0;32.0;0;0.0;738.0;295.0;227.0;1458;5.2;Fair
1826;1827;112.0;1.0;USA;15000000.0;4485485.0;14612;105.0;78.0;0;541.0;22000.0;22000.0;638.0;46022;6.4;Good
83;84;109.0;3.0;Belgium;;;2138;15.0;10.0;677;596.0;622.0;525.0;283.0;1982;4.5;Fair
3312;3313;98.0;1.0;France;;;1673;1.0;17.0;348;0.0;186.0;41.0;5.0;253;6.1;Good
3325;3326;122.0;12.0;Australia;9000000.0;;5741;39.0;17.0;0;8.0;174.0;109.0;59.0;498;7.1;Good
287;288;153.0;0.0;USA;102000000.0;204843350.0;744891;983.0;210.0;13000;0.0;780.0;604.0;539.0;2829;8.5;Excellent
3908;3909;93.0;2.0;USA;4000000.0;10097096.0;5612;38.0;27.0;842;69.0;522.0;231.0;69.0;955;4.6;Fair
2215;2216;115.0;3.0;USA;20000000.0;29753944.0;90677;389.0;69.0;0;39.0;13000.0;481.0;254.0;14275;6.5;Good
866;867;135.0;1.0;USA;55000000.0;49994804.0;29205;194.0;76.0;0;317.0;57.0;40.0;34.0;164;6.3;Good
761;762;99.0;3.0;UK;60000000.0;62401264.0;69484;323.0;225.0;28000;24.0;18000.0;992.0;864.0;20276;5.9;Fair
402;403;107.0;2.0;USA;85000000.0;127706877.0;142496;399.0;222.0;0;36.0;283.0;142.0;118.0;662;7.1;Good
3455;3456;89.0;0.0;France;7300000.0;4443403.0;70194;158.0;242.0;14000;10.0;963.0;545.0;106.0;1754;8.0;Good
3779;3780;103.0;0.0;USA;5000000.0;1100000.0;3665;39.0;19.0;247;261.0;722.0;280.0;145.0;1201;6.8;Good
